PRO_REFERENCIA;PRO_DESCRICAO;PRO_MARCA;PRO_PRECO;PRO_UNIDADE;PRO_REFERENCIAFOR;PRO_PESO;PRO_CLASSIFICACAO;PRO_BARRA;PRO_ESTOQUE 
33946;COPO BELLIZE SUNSET LONG DRINK 450ML CX-12;CISPER;63,360000;CX/12;TW4124-40 - 12017370;2,712000;7013.37.00;7891017856413;5.868,000000
33977;CANECAS AZ12 CORES SORTIDAS 360ML;OXFORD;266,039300;CX/36;A192-0778;3,360000;6912.00.00;7891361535026;18.070,000000
33978;PRATO FUNDO DONNA GRECIA 22CM CX-12;OXFORD;88,690400;CX/12;AE01-5108;3,360000;6912.00.00;7891361981397;6.216,000000
33979;PRATO RASO DONNA GRECIA 24CM CX-12;OXFORD;88,690400;CX/12;AE02-5108;3,360000;6912.00.00;7891361981380;4.836,000000
33980;PRATO SOBREMESA DONNA GRECIA 18CM CX-12;OXFORD;82,797400;CX/12;AE03-5108;3,360000;6912.00.00;7891361981403;2.256,000000
33981;PRATO FUNDO DONNA JARDIM ORIENTAL 22CM CX-12;OXFORD;88,690400;CX/12;AE01-5102;3,360000;6912.00.00;7891361934652;3.804,000000
33982;PRATO RASO DONNA JARDIM ORIENTAL 24CM CX-12;OXFORD;88,690400;CX/12;AE02-5102;3,360000;6912.00.00;7891361934645;3.804,000000
33983;PRATO SOBREMESA DONNA JARDIM ORIENTAL 18CM CX-12;OXFORD;82,797400;CX/12;AE03-5102;3,360000;6912.00.00;7891361934669;2.316,000000
33999;TACA SELECTION AGUA 410ML CX-12;CISPER;61,560000;CX/12;TW844-40 - 10027927;2,280000;7013.28.00;7891017011454;1.188,000000
34000;TACA SELECTION CHAMPANHE 198ML;CISPER;60,360000;CX/12;TW846-40 - 10027922;2,040000;7013.28.00;7891017011478;684,000000
34001;TACA SELECTION VINHO 390ML;CISPER;60,360000;CX/12;TW845-40 - 10027924;2,520000;7013.28.00;7891017011461;1.572,000000
34002;COPO GRADUADO 500ML;INPLAST;1,734700;UN;5509;,031000;3924.10.00;7897649755094;419,000000
34003;CAIXA ORGANIZADORA RATTAN 15 L;MONTE LIBANO;20,847620;UN;CR1820;,580000;3924.90.00;7896744818208;839,000000
34004;ASSADEIRA QUADRADA 0,7LTS SEMPRE CX-12;NADIR FIGUEIRED;148,315400;CX/12;61110200802863;5,304000;7013.49.00;7891155021889;432,000000
34097;BULE TERMICO VERONA FLORAL COLORS 750ML;ALADDIN;28,970000;UN;3052;,467000;9617.00.10;7891108030524;497,000000
34098;GARRAFA TERMICA INOX PLATINUM 1LT;ALADDIN;46,799990;UN;3435;,674000;9617.00.10;7891108034355;289,000000
34099;GARRAFA TERMICA CHIMAS GAUCHO C/ BICO 1LT;ALADDIN;21,912800;UN;2052;,526000;9617.00.10;7891108020525;697,000000
34110;CANECA ESMALTADA 6 CM 150ML;CATUAI;2,490010;UN;4321;,030000;7323.94.00;7899701847198;4.327,000000
34111;CANECA ESMALTADA 10CM 500ML;CATUAI;4,989920;UN;4323;,084000;7323.94.00;7899701847204;4.595,000000
34112;CANECA ESMALTADA 13CM - 1200ML;CATUAI;6,989930;UN;4325;,160000;7323.94.00;7899701847211;3.225,000000
34113;GARRAFA PRESSAO GLT DECOR DAISY/RED JASMINE 1LT;INVICTA;40,930000;UN;100773211707;,646000;9617.00.10;7891691273216;592,000000
34114;GARRAFA PRESSAO GLT VERDE OASIS/VERMELHA 1LT;INVICTA;36,234000;UN;100773111607;,646000;9617.00.10;7891691073113;423,000000
34115;GARRAFA TERM. GLT DEC. TROPICAL FLOWERS/FRUITS 1LT;INVICTA;23,370000;UN;100783211707;,584000;9617.00.10;7891691183218;614,000000
34116;GARRAFA TERM. ROLHA FIRENZE CORAL/AMARELO 1LT;INVICTA;26,562740;UN;101800011702;,520000;9617.00.10;7891691002045;628,000000
34119;POTE DECORA CORUJA ROSCA 3,2LTS;PLASUTIL;11,680000;UN;6675;,136000;3924.10.00;7896042066752;197,000000
34120;POTE DECORA CORUJA REDONDO 650ML;PLASUTIL;3,670000;UN;3854;,047900;3924.10.00;7896042038544;453,000000
34121;POTE DECORA CORUJA RETANGULAR 2 DIV. 1,1LTS;PLASUTIL;8,440000;UN;6741;,109500;3924.10.00;7896042067414;291,000000
34122;POTE DECORA CORUJA RETANGULAR 620ML;PLASUTIL;5,020000;UN;4354;,047000;3924.10.00;7896042043548;484,000000
34123;POTE DECORA CORUJA RETANGULAR 1,2LTS;PLASUTIL;6,120000;UN;4355;,062000;3924.10.00;7896042043555;371,000000
34124;CONJ C/5 POTES MANTIMENTOS ROSCA DECORA CORUJA;PLASUTIL;42,100000;UN;6670;,769300;3924.10.00;7896042066707;642,000000
34131;EXPOSITOR DE METAL P/ ESPETOS SIMONAGGIO;SIMONAGGIO;53,185000;UN;2704-E;4,981000;7326.90.90;7896211804918;2,000000
34134;CANECA AMERICANO 270ML CX-24;NADIR FIGUEIRED;155,301800;CX/24;59100200981291;6,576000;7013.49.00;7891155043843;1.656,000000
34135;TIGELA AMERICANO C/ TAMPA 150ML CX-12;NADIR FIGUEIRED;34,440000;CX/12;42100201016223;3,540000;7013.49.00;7891155047001;3.660,000000
34136;TIGELA AMERICANO C/ TAMPA 610ML CX-12;NADIR FIGUEIRED;84,360000;CX/12;40100201018667;3,540000;7013.49.00;7891155047322;2.868,000000
34222;PULVERIZADOR 500ML;TIBALINE;3,199940;UN;5100;,036000;3924.90.00;7896103451008;2.501,000000
34223;PULVERIZADOR BOLA 500ML;TIBALINE;3,550000;UN;6123;,028000;3924.90.00;7896103461236;2.626,000000
34224;PULVERIZADOR 300ML;TIBALINE;3,199940;UN;6031;,021000;3924.90.00;7896103460314;1.855,000000
34225;SUQUEIRA 4LTS;TIBALINE;12,222270;UN;6158;,100000;3924.10.00;7896103461588;128,000000
34226;MORINGA C/ COPO DECORAÇÃO TROPICAL 1,2LTS;TIBALINE;7,360000;UN;6161;,095000;3924.10.00;7896103461618;1.447,000000
34227;POTE DECORACAO JAZZ 600ML;TIBALINE;3,619780;UN;6180;,039000;3924.10.00;7896103461809;520,000000
34228;POTE DECORACAO JAZZ 1,3LTS;TIBALINE;4,613440;UN;6181;,063000;3924.10.00;7896103461816;482,000000
34229;POTE DECORACAO JAZZ 2,5LTS;TIBALINE;6,103940;UN;6182;,070000;3924.10.00;7896103461823;363,000000
34230;GARRAFA VALSA 1,8LTS;TIBALINE;5,382660;UN;6190;,075000;3924.10.00;7896103461908;495,000000
34231;POTE PARIS DEC GALINHA 2,1LTS;TIBALINE;4,990000;UN;6200;,062000;3924.10.00;7896103462004;918,000000
34232;POTE PARIS DEC GALINHA 1,6 LTS;TIBALINE;4,160000;UN;6201;,050000;3924.10.00;7896103462011;1.157,000000
34233;POTE PARIS DEC GALINHA 1,25 LTS;TIBALINE;3,290000;UN;6202;,042000;3924.10.00;7896103462028;1.670,000000
34234;POTE PARIS DEC GALINHA 600ML;TIBALINE;3,290000;UN;6203;,026000;3924.10.00;7896103462035;585,000000
34235;POTE PARIS DEC GALINHA 3 LTS;TIBALINE;5,920000;UN;6205;,080000;3924.10.00;7896103462059;1.056,000000
34239;POTE VENEZA 1,6LTS;TIBALINE;5,500000;UN;6147;,083000;3924.10.00;7896103461472;269,000000
34240;POTE VENEZA 2,2LTS;TIBALINE;6,473090;UN;6148;,100000;3924.10.00;7896103461489;285,000000
34241;JARRA VENEZA 2,2LTS;TIBALINE;8,696540;UN;6149;,100000;3924.10.00;7896103461496;286,000000
34242;JARRA VENEZA 1,6LTS;TIBALINE;7,835850;UN;6155;,083000;3924.10.00;7896103461557;298,000000
34243;PORTA VASSOURAS P/ PORTA C/ ESFERAS;ARTHI;19,476000;UN;1022;,225000;7326.20.00;7897807410223;111,000000
34244;SUPORTE  PARA PORTA 7 GANCHOS;ARTHI;11,412000;UN;1023;,175000;7326.20.00;7897807410230;-1,000000
34245;SUPORTE BOTIJAO MULTIUSO ESPECIAL;ARTHI;17,127720;UN;1041;,280000;7326.20.00;7897807410414;770,000000
34246;ESCORREDOR DUPLO C/ BANDEJA PORTA TALHERES PRETO;ARTHI;30,294000;UN;1048;,675000;7323.99.00;7897807410483;288,000000
34247;ESCORREDOR SUPREME DESMONTAVEL PRETO;ARTHI;20,383000;UN;1070;,500000;7323.99.00;7897807410704;288,000000
34248;PORTA COPO DE PAREDE 12 LUGARES CROMADO;ARTHI;15,007200;UN;1112;,345000;7323.99.00;7897807411121;121,000000
34249;KIT PIA 3 EM 1;ARTHI;20,858180;UN;1176;,190000;3924.90.00;7897807411763;139,000000
34251;PORTA TALHERES ART COOK;ARTHI;13,830000;UN;1629;,200000;7323.99.00;7897807416294;97,000000
34252;CESTO PRATELEIRA 37CM;ARTHI;13,762590;UN;1826;,195000;9403.20.00;7897807418267;46,000000
34253;ARARA STANDART COM SAPATEIRA;ARTHI;66,132500;UN;1833;1,920000;9403.70.00;7897807418335;17,000000
34254;PRATELEIRA MULTIUSO COM RODIZIOS;ARTHI;58,327500;UN;1840;1,550000;9403.70.00;7897807418403;80,000000
34255;ESTANTE MULTIUSO 3 ANDARES PRETA;ARTHI;41,160000;UN;1841;1,900000;9403.70.00;7897807418410;59,000000
34256;ESTANTE MULTIUSO 4 ANDARES PRETA;ARTHI;55,160000;UN;1842;2,550000;9403.70.00;7897807418427;60,000000
34257;SUPORTE DUPLO MULTIUSO CROMADO;ARTHI;18,197010;UN;1851;,310000;9403.20.00;7897807418519;81,000000
34258;SUPORTE PARA PORTA EMBORRACHADO;ARTHI;7,070000;UN;2014;,110000;7326.20.00;7897807420147;14,000000
34259;SUPORTE PAPEL HIGIENICO EMBORRACHADO;ARTHI;20,927000;UN;2016;,410000;9403.20.00;7897807420161;34,000000
34260;CESTO FLEXIVEL QUADRADO TELADO 3,4LTS;ARTHI;8,418250;UN;5001;,126000;3924.90.00;7897807450014;620,000000
34261;SUPORTE MULTIUSO C/ ALCA;ARTHI;8,861320;UN;5018;,125000;3924.90.00;7897807450182;137,000000
34262;CENTRIFUGA SECA SALADA;ARTHI;32,181000;UN;5022;,375000;3924.10.00;7897807450229;227,000000
34263;PORTA ROLO TRIPLO EM PP;ARTHI;13,651000;UN;5108;,165000;3924.10.00;7897807451080;586,000000
34264;CESTO FLEXIVEL OVAL BRANCO 3LTS;ARTHI;8,418250;UN;5900;,200000;3924.90.00;7897807459000;199,000000
34265;CESTO FLEXIVEL OVAL 14LTS;ARTHI;20,909310;UN;5901;,440000;3924.90.00;7897807459017;150,000000
34266;GARRAFA TERM. ROLHA FIRENZE DECORADA 1LT;INVICTA;29,070000;UN;101800011707;,520000;9617.00.10;7891691002151;831,000000
34267;BULE TERMICO VIENA CINZA/VERMELHO 400ML;INVICTA;26,910000;UN;100396011704;,380000;9617.00.10;7891691396014;1.232,000000
34269;CACAROLA DE FERRO TVT 2,3LTS Nº 20;MTA;88,376400;UN;8340;2,540000;7323.91.00;7897186683409;27,000000
34270;CACAROLA DE FERRO TVT 5,3LTS Nº 26;MTA;127,540500;UN;8374;3,400000;7323.91.00;7897186683744;12,000000
34271;DISCO ALTO Nº 36 TVT 6,9LTS;MTA;170,343040;UN;8343;5,970000;7323.91.00;7897186683430;25,000000
34272;FRIGIDEIRA FERRO TVT Nº 24 2,55LTS;MTA;82,051650;UN;8377;2,550000;7323.91.00;7897186683775;2,000000
34273;BISTEQUEIRA GRILL AAD C/ ESPATULA 24,5CM;MTA;29,104000;UN;8800;,300000;7615.10.00;7897186688008;,000000
34274;BISTEQUEIRA LISA AAD C/ ESPATULA 24,5CM;MTA;29,104000;UN;8802;,300000;7615.10.00;7897186688022;7,000000
34275;ESTORNO DE CREDITOS DE ICMS;CATUAI;,010000;UN;1;,001000;3924.10.00;;-3,000000
34276;CONJ C/5 POTES REDONDOS GRADUADOS 700ML;SANTANA;8,430000;UN;5407;,199000;3924.10.00;7896355754070;3.516,000000
34277;CONJ C/5 POTES QUADRADOS GRADUADOS 700ML;SANTANA;8,430000;UN;5107;,196000;3924.10.00;7896355751079;2.374,000000
34278;CONJ C/5 POTES RETANGULARES GRADUADOS 600ML;SANTANA;8,432000;UN;5706;,152000;3924.10.00;7896355757064;3.379,000000
34279;POTE HERMETICO QUADRADO ACUCAR 1,9 LTS;SANTANA;2,820000;UN;0117;,065000;3924.10.00;7896355701173;586,000000
34280;POTE HERMETICO QUADRADO CAFE 1,9 LTS;SANTANA;2,820000;UN;0118;,065000;3924.10.00;7896355701180;377,000000
34281;CADEIRA CLASSIC BRANCA;RISCHIOTO;29,570000;UN;2010;2,232000;9403.70.00;7898121657264;,000000
34282;POLTRONA CLASSIC BRANCA;RISCHIOTO;36,254400;UN;2020;2,698000;9403.70.00;7898121657271;240,000000
34283;MESA MONOBLOCO BRANCA 70X70CM;RISCHIOTO;54,768000;UN;2000;4,390000;9403.70.00;7898121657257;78,000000
34284;MESA INFANTIL AZUL;RISCHIOTO;24,746400;UN;2050;1,456000;9403.70.00;7898121657301;183,000000
34285;MESA INFANTIL ROSA;RISCHIOTO;24,746400;UN;2051;1,456000;9403.70.00;7898121657318;137,000000
34286;POLTRONA INFANTIL CLASSIC AZUL;RISCHIOTO;10,348800;UN;2060;,515000;9403.70.00;7898121657332;322,000000
34287;POLTRONA INFANTIL CLASSIC ROSA;RISCHIOTO;10,348800;UN;2061;,515000;9403.70.00;7898121657349;314,000000
34288;CAIXA MULTIUSO C/ TAMPA 6,0 LITROS;RISCHIOTO;8,840930;UN;3753;,242100;3924.90.00;7898121658124;601,000000
34289;VASO DE PAREDE FLORENCA MARROM 1,7LTS;RISCHIOTO;2,649750;UN;9700;,088900;3924.90.00;7898121657905;530,000000
34290;VASO DE PAREDE FLORENCA PRETO 1,7LTS;RISCHIOTO;2,455440;UN;9500;,088900;3924.90.00;7898121657882;325,000000
34291;VASO DE PAREDE FLORENCA VERDE 1,7LTS;RISCHIOTO;2,649750;UN;9600;,088900;3924.90.00;7898121657899;261,000000
34292;VASO DE PAREDE FLORENCA MARROM 3,3LTS;RISCHIOTO;3,303360;UN;9701;,126300;3924.90.00;7898121657936;552,000000
34293;VASO DE PAREDE FLORENCA PRETO 3,3LTS;RISCHIOTO;3,020720;UN;9501;,126300;3924.90.00;7898121657912;551,000000
34294;VASO DE PAREDE FLORENCA VERDE 3,3LTS;RISCHIOTO;3,303360;UN;9601;,126300;3924.90.00;7898121657929;439,000000
34295;VASO REDONDO FLORENCA MARROM C/ ALCA 4LTS;RISCHIOTO;3,974630;UN;9752;,200000;3924.90.00;7898121658247;434,000000
34296;VASO REDONDO FLORENCA PRETO C/ ALCA 4LTS;RISCHIOTO;3,586000;UN;9552;,200000;3924.90.00;7898121658223;836,000000
34297;VASO REDONDO FLORENCA VERDE C/ ALCA 4LTS;RISCHIOTO;3,974630;UN;9652;,200000;3924.90.00;7898121658230;447,000000
34298;CAIXA ORG. RETANGULAR CORES CITRICAS 11,5LTS;MB;17,064000;UN;0924;,411000;3924.90.00;7897698209241;226,000000
34299;CAIXA ORG. RETANGULAR BAIXA CORES CITRICAS 7,5LTS;MB;15,642000;UN;0925;,383000;3924.90.00;7897698209258;415,000000
34300;BACIA C/ TAMPA CORES CITRICAS 10,8LTS;MB;18,537000;UN;0922;,476000;3924.90.00;7897698209227;-269,000000
34301;BACIA C/ TAMPA CORES CITRICAS 6LTS;MB;12,006500;UN;0923;,260000;3924.90.00;7897698209234;111,000000
34302;CAIXA ORG. RETANGULAR ALTA CORES CITRICAS 7LTS;MB;13,564520;UN;0926;,313000;3924.90.00;7897698209265;663,000000
34303;CAIXA ORG. RETANGULAR ALTA CORES CITRICAS 10,5LTS;MB;18,201180;UN;0917;,485000;3924.90.00;7897698209173;274,000000
34304;CAIXA ORG. RETANGULAR BAIXA CORES CITRICAS 2,6LTS;MB;8,946040;UN;0906;,183000;3924.90.00;7897698209067;179,000000
34305;BACIA C/ TAMPA CORES CITRICAS 2,8LTS;MB;6,982270;UN;0921;,130000;3924.90.00;7897698209210;233,000000
34306;BACIA C/ TAMPA CORES CITRICAS 1,1LTS;MB;3,600230;UN;1047;,073000;3924.90.00;7897698210476;424,000000
34307;CAIXA ORG. RETANG. BAIXA CITRICA C/ ABAS 2,6LTS;MB;13,582700;UN;0929;,331000;3924.90.00;7897698209296;222,000000
34308;CAIXA ORG. REDONDA C/ ABAS CORES CITRICAS 10,5LTS;MB;17,001100;UN;1049;,379000;3924.90.00;7897698210490;212,000000
34309;CAIXA ORG. REDONDA C/ ABAS CORES CITRICAS 6,5LTS;MB;13,800900;UN;0938;,313000;3924.90.00;7897698209388;314,000000
34310;CAIXA ORG. REDONDA C/ ABAS CORES CITRICAS 4,5LTS;MB;13,182670;UN;0935;,279000;3924.90.00;7897698209357;375,000000
34311;CAIXA ORGAN. RETANG. ALTA CORES CITRICAS 4,2LTS;MB;12,938780;UN;0927;,226000;3924.90.00;7897698209272;158,000000
34312;CAIXA ORGAN. RETANG. BAIXA CORES CITRICAS 4,2LTS;MB;14,794970;UN;0931;,242000;3924.90.00;7897698209319;441,000000
34314;CANECA TRIO GALINHA PINTADINHA 330ML;PLASUTIL;6,920000;UN;8187;,072000;3924.10.00;7896042081878;331,000000
34315;SANDUICHEIRA GALINHA PINTADINHA;PLASUTIL;4,760000;UN;8184;,060000;3924.10.00;7896042081847;179,000000
34316;GARRAFA SQUEEZE GALINHA PINTADINHA 300ML;PLASUTIL;2,802720;UN;8186;,048000;3924.90.00;7896042081861;1.059,000000
34317;PORTA ESCOVA DE DENTES BATMAN;PLASUTIL;4,220480;UN;3229;,070900;3924.90.00;7896042032290;97,000000
34318;COPO BATMAN 320ML;PLASUTIL;3,790000;UN;3228;,029400;3924.10.00;7896042032283;351,000000
34319;COPO C/ CANUDO SHAKE BATMAN 520ML;PLASUTIL;8,085000;UN;8248;,062700;3924.10.00;7896042082486;205,000000
34320;SHAKEIRA MINIONS 580ML;PLASUTIL;7,150000;UN;6375;,097600;3924.10.00;7896042063751;274,000000
34321;CANTIL HOMEM ARANHA 460ML;PLASUTIL;8,010020;UN;8066;,105900;3924.10.00;7896042080666;194,000000
34322;COPO C/ CANUDO SHAKE HOMEM ARANHA 520ML;PLASUTIL;8,085000;UN;8316;,062700;3924.10.00;7896042083162;217,000000
34323;CANTIL BARBIE 460ML;PLASUTIL;8,010020;UN;8068;,105900;3924.10.00;7896042080680;189,000000
34324;POTE DECORA DUO QUADRADO 220ML;PLASUTIL;2,040000;UN;6763;,021100;3924.10.00;7896042067636;1.134,000000
34325;POTE DECORA DUO QUADRADO 450ML;PLASUTIL;2,040000;UN;6742;,033300;3924.10.00;7896042067421;924,000000
34326;POTE DECORA DUO QUADRADO 800ML;PLASUTIL;3,500000;UN;6743;,052400;3924.10.00;7896042067438;882,000000
34327;POTE DECORA DUO RETANGULAR 1,4LTS;PLASUTIL;5,790090;UN;6744;,077100;3924.10.00;7896042067445;756,000000
34328;POTE DECORA DUO RETANGULAR 200ML;PLASUTIL;2,040000;UN;6614;,018000;3924.10.00;7896042066141;1.711,000000
34329;POTE DECORA DUO RETANGULAR 800ML;PLASUTIL;3,500000;UN;6746;,053400;3924.10.00;7896042067469;869,000000
34330;POTE DECORA DUO RETANGULAR BAIXO 1,4LTS;PLASUTIL;5,790090;UN;6617;,090000;3924.10.00;7896042066172;550,000000
34332;PORTA FILTRO DE CAFE LINHA COBRE 850ML;PLASUTIL;5,740000;UN;4882;,090300;3924.10.00;7896042048826;125,000000
34333;CONJ PORTA DETERGENTE LINHA OURO VELHO 600ML;PLASUTIL;8,320000;UN;6977;,165800;3924.90.00;7896042069777;719,000000
34334;FORMA P/4 PALETAS RECHEADAS;PLASUTIL;13,450000;UN;6527;,214000;3924.10.00;7896042065274;405,000000
34335;PORTA CHUPETA URSO ROSA 140ML;PLASUTIL;2,376000;UN;8203;,035400;3924.90.00;7896042082035;157,000000
34336;PORTA CHUPETA URSO AZUL 140ML;PLASUTIL;2,376000;UN;8429;,035400;3924.90.00;7896042084299;137,000000
34337;SABONETEIRA URSO ROSA 180ML;PLASUTIL;2,376000;UN;8201;,029100;3924.90.00;7896042082011;826,000000
34338;SABONETEIRA URSO AZUL 180ML;PLASUTIL;2,376000;UN;8430;,029100;3924.90.00;7896042084305;858,000000
34339;DOSADOR DE LEITE EM PO URSO ROSA 300ML;PLASUTIL;9,558000;UN;8204;,076200;3924.10.00;7896042082042;328,000000
34340;DOSADOR DE LEITE EM PO URSO AZUL 300ML;PLASUTIL;9,558000;UN;8438;,076200;3924.10.00;7896042084381;324,000000
34341;PORTA ESCOVA DE DENTES URSO ROSA 290ML;PLASUTIL;4,220480;UN;8220;,070900;3924.90.00;7896042082202;190,000000
34342;PORTA ESCOVA DE DENTES URSO AZUL 290ML;PLASUTIL;4,220480;UN;8441;,070900;3924.90.00;7896042084411;422,000000
34343;POTE PAPINHA URSO ROSA C/ COLHER 320ML;PLASUTIL;7,848000;UN;8211;,077700;3924.10.00;7896042082110;293,000000
34344;POTE PAPINHA URSO AZUL C/ COLHER 320ML;PLASUTIL;7,848000;UN;8444;,077700;3924.10.00;7896042084442;278,000000
34345;PRATO URSO ROSA 750ML;PLASUTIL;5,400000;UN;8214;,057300;3924.10.00;7896042082141;354,000000
34346;PRATO URSO AZUL 750ML;PLASUTIL;5,400000;UN;8447;,057300;3924.10.00;7896042084473;290,000000
34347;CANECA TRIO URSO ROSA 330ML;PLASUTIL;6,372000;UN;8217;,072200;3924.10.00;7896042082172;864,000000
34349;CANECA TRIO URSO AZUL 330ML;PLASUTIL;6,372000;UN;8451;,072200;3924.10.00;7896042084510;759,000000
34350;CONJ C/3 COPOS C/ BICO URSO ROSA 200ML;PLASUTIL;7,596000;UN;8218;,086200;3924.10.00;7896042082189;806,000000
34351;CONJ C/3 COPOS C/ BICO URSO AZUL 200ML;PLASUTIL;7,596000;UN;8452;,086200;3924.10.00;7896042084527;787,000000
34352;BANQUETA ADULTO PRETA CAPAC. 110KG;UNINJET;8,990000;UN;0327;,845000;9403.70.00;7899335403272;5.552,000000
34353;VASO QUADRADO PRETO 1LT;INPLAST;1,289980;UN;6723;,048000;3924.90.00;7897649767233;442,000000
34354;VASO QUADRADO VERDE 1LT;INPLAST;1,289980;UN;6724;,049000;3924.90.00;7897649767240;484,000000
34355;VASO QUADRADO TERRACOTA 1LT;INPLAST;1,289980;UN;6725;,045000;3924.90.00;7897649767257;677,000000
34356;BALDE C/ ALCA PLASTICA 21LTS;INPLAST;8,590200;UN;6685;,653000;3924.90.00;7897649766854;218,000000
34357;POTE RETANGULAR ALTO TRANSPARENTE 3,7LTS;INPLAST;3,420000;UN;3215;,120000;3924.10.00;7897649732156;561,000000
34358;POTE RETANGULAR ALTO TRANSLUCIDO LILAS 3,7LTS;INPLAST;3,420000;UN;3230;,120000;3924.10.00;7897649732309;288,000000
34359;POTE RETANGULAR TRANSPARENTE 2,5LTS;INPLAST;2,431420;UN;3214;,091000;3924.10.00;7897649732149;-3,000000
34360;RODO DE PIA 14,5CM;INPLAST;1,480030;UN;6684;,038000;3924.10.00;7897649766847;1.062,000000
34361;GARRAFA REDONDA PET C/ ALCA C/ TUBO GELO 1LT;PLASDURAN;8,840800;UN;430289;,029000;3924.90.00;7659600044780;204,000000
34362;GARRAFA APTAR REDONDA PET 500ML;PLASDURAN;2,184400;UN;430283;,029000;3924.90.00;7659600044407;2.197,000000
34363;GARRAFA MICKEY MOUSE C/ TUBO GELO 600ML;PLASDURAN;7,722800;UN;470828;,088700;3924.90.00;7897659639148;322,000000
34364;GARRAFA SLEEVE MOANA 250ML;PLASDURAN;2,781280;UN;470829;,028000;3924.90.00;7897659640250;608,000000
34365;GARRAFA SLEEVE BATMAN 450ML;PLASDURAN;3,480330;UN;470781;,038200;3924.90.00;7897659607819;497,000000
34366;GARRAFA SLEEVE MARVEL COMICS 450ML;PLASDURAN;3,480330;UN;470845;,038200;3924.90.00;7897659612547;585,000000
34367;COPO C/ CANUDO MARVEL COMICS 380ML;PLASDURAN;4,503620;UN;470629;,048000;3924.90.00;7897659616439;408,000000
34368;GARRAFA SLEEVE SAFARI 250ML;PLASDURAN;2,259790;UN;470658 G;,025000;3924.90.00;7897659696400;748,000000
34369;CONTAINER P/ FREEZER C/ TRAVAS COLOR 9LTS;UNINJET;9,690000;UN;0449;,290000;3924.90.00;7899335404491;162,000000
34370;FRIGIDEIRA FRANCESA AAD MAGNIFIC VERMELHA Nº 18;PANELUX;14,206500;UN;063696;,195000;7615.10.00;7898147773696;187,000000
34371;FRIGIDEIRA FRANCESA AAD MAGNIFIC VERMELHA Nº 20;PANELUX;15,906000;UN;064761;,215000;7615.10.00;7898147774761;185,000000
34372;FRIGIDEIRA FRANCESA AAD MAGNIFIC VERMELHA Nº 22;PANELUX;18,133500;UN;064785;,250000;7615.10.00;7898147774785;181,000000
34373;FRIGIDEIRA FRANCESA AAD MAGNIFIC VERMELHA Nº 24;PANELUX;20,542500;UN;064808;,280000;7615.10.00;7898147774808;200,000000
34374;CACAROLA AAD MAGNIFIC VERMELHA Nº 20 3LTS;PANELUX;35,639270;UN;064709;,665000;7615.10.00;7898147774709;265,000000
34375;CACAROLA AAD MAGNIFIC VERMELHA Nº 22 4LTS;PANELUX;42,363300;UN;064723;,950000;7615.10.00;7898147774723;277,000000
34376;CACAROLA AAD MAGNIFIC VERMELHA Nº 24 5LTS;PANELUX;49,921580;UN;064747;1,090000;7615.10.00;7898147774747;270,000000
34377;PANELA AAD MAGNIFIC VERMELHA Nº 16 1,5LTS;PANELUX;25,919290;UN;063658;,440000;7615.10.00;7898147773658;268,000000
34378;PANELA AAD MAGNIFIC VERMELHA Nº 18 2LTS;PANELUX;28,784260;UN;063665;,535000;7615.10.00;7898147773665;260,000000
34379;PANELA AAD MAGNIFIC VERMELHA Nº 20 3LTS;PANELUX;33,181500;UN;064686;,645000;7615.10.00;7898147774686;260,000000
34380;FERVEDOR AAD MAGNIFIC VERMELHO Nº 14 1,6LTS;PANELUX;20,150160;UN;063689;,215000;7615.10.00;7898147773689;306,000000
34381;JARRA FRUTARE MIX 1,2LTS CX-06;INVICTA;54,360000;CX/06;101528321622;3,744000;7013.49.00;7891691028328;72,000000
34382;BORRACHA PANELA PRESSAO FEC. EXTERNO 4,5LTS;PANELUX;14,190000;UN;008332;,070000;3910.00.21;7898147778332;171,000000
34383;CANECA CORINTHIANS 400ML;PLASDURAN;4,503620;UN;441659;,045800;3924.10.00;7897659642247;679,000000
34384;CANECA FLAMENGO 400ML;PLASDURAN;4,503620;UN;441660;,045800;3924.10.00;7897659642902;841,000000
34385;GARRAFA SLEEVE CORINTHIANS 250ML;PLASDURAN;2,781280;UN;470849;,028000;3924.90.00;7897659642261;558,000000
34386;GARRAFA SLEEVE FLAMENGO 250ML;PLASDURAN;2,781280;UN;470856;,028000;3924.90.00;7897659642933;527,000000
34387;GARRAFA SLEEVE CORINTHIANS 450ML;PLASDURAN;3,480330;UN;470851;,038200;3924.90.00;7897659642278;354,000000
34388;GARRAFA SLEEVE FLAMENGO 450ML;PLASDURAN;3,480330;UN;470746;,038200;3924.90.00;7897659642957;594,000000
34389;FILTRO PERMANENTE C/ FUNIL;PLAST SHOW;10,580080;UN;001;,085000;3924.10.00;0735201125404;330,000000
34390;ROLO PLASTICO P/ MASSAS 39CM;PLAST SHOW;7,889900;UN;010;,140000;3924.10.00;0735201125480;397,000000
34391;TABUA VAPT VUPT C/ AFIADOR 17 X 21,5CM;PLAST SHOW;8,720040;UN;003;,241000;3924.10.00;0735201125428;964,000000
34392;TABUA VAPT VUPT C/ AFIADOR 19 X 24CM;PLAST SHOW;12,257310;UN;004;,385000;3924.10.00;0735201125435;161,000000
